customerID,SentimentLabel
4081-DYXAV,neutral
0074-HDKDG,negative
8791-GFXLZ,neutral
8111-SLLHI,positive
0927-LCSMG,positive
9330-DHBFL,negative
0098-BOWSO,negative
3452-ABWRL,neutral
5859-HZYLF,neutral
8257-RZAHR,positive
5293-WXJAK,neutral
3156-QLHBO,positive
2208-NQBCT,negative
1779-PWPMG,neutral
6621-NRZAK,neutral
0831-JNISG,neutral
0774-IFUVM,neutral
3082-WQRVY,positive
9553-DLCLU,positive
1641-BYBTK,neutral
2460-NGXBJ,positive
2446-ZKVAF,positive
0841-NULXI,positive
3522-CDKHF,negative
1430-SFQSA,neutral
0411-EZJZE,positive
7851-WZEKY,neutral
8844-TONUD,neutral
8807-ARQET,neutral
8992-CEUEN,positive
4320-QMLLA,neutral
8777-PVYGU,positive
8292-ITGYJ,positive
6870-ZWMNX,positive
0621-CXBKL,negative
5268-DSMNQ,positive
5334-JLAXU,neutral
4086-YQSNZ,negative
6242-MBHPK,positive
5868-CZJDR,positive
9359-UGBTK,negative
0135-NMXAP,neutral
4782-OSFXZ,negative
6479-OAUSD,neutral
7129-ACFOG,neutral
4189-NAKJS,positive
5562-BETPV,neutral
1282-IHQAC,neutral
9127-FHJBZ,negative
6270-OMFIW,positive
1641-RQDAY,negative
0107-WESLM,negative
6994-ORCWG,negative
1346-UFHAX,positive
3992-YWPKO,negative
2933-XEUJM,neutral
0125-LZQXK,negative
5461-QKNTN,negative
4835-YSJMR,positive
8399-YNDCH,neutral
3164-YAXFY,neutral
0887-WBJVH,negative
4660-IRIBM,positive
5673-FSSMF,neutral
7670-ZBPOQ,negative
8089-UZWLX,positive
0080-OROZO,positive
3916-NRPAP,positive
6807-SIWJI,neutral
8221-HVAYI,neutral
1579-KLYDT,positive
5232-NXPAY,positive
8967-SZQAS,neutral
4468-KAZHE,negative
0455-ENTCR,neutral
8944-AILEF,positive
5542-NKVRU,positive
7126-RBHSD,neutral
5370-IIVVL,positive
6789-HJBWG,neutral
3927-NLNRY,positive
9087-EYCPR,positive
6791-YBNAK,negative
6358-LYNGM,neutral
6077-BDPXA,neutral
0013-MHZWF,positive
5494-HECPR,positive
8268-YDIXR,positive
9824-BEMCV,negative
1373-ORVIZ,positive
4291-SHSBH,neutral
6980-IMXXE,negative
9866-QEVEE,negative
9897-KXHCM,neutral
0040-HALCW,negative
0784-GTUUK,positive
7979-CORPM,neutral
2294-DMMUS,positive
0872-JCPIB,positive
3055-MJDSB,positive
9091-WTUUY,neutral
1618-CFHME,positive
3165-HDOEW,positive
6581-NQCBA,positive
7115-IRDHS,negative
8496-DMZUK,neutral
2040-VZIKE,negative
9068-VPWQQ,negative
0178-SZBHO,positive
0384-RVBPI,negative
1689-MRZQR,positive
1299-AURJA,neutral
4525-VZCZG,negative
1543-LLLFT,neutral
5835-BEQEU,negative
2788-CJQAQ,negative
5565-FILXA,negative
0319-QZTCO,neutral
2120-SMPEX,positive
0096-FCPUF,positive
0668-OGMHD,positive
5552-ZNFSJ,neutral
2223-KAGMX,neutral
6507-ZJSUR,positive
9408-HRXRK,negative
5593-SUAOO,positive
7321-PKUYW,neutral
2833-SLKDQ,neutral
6766-HFKLA,neutral
7595-EUIVN,neutral
7617-EYGLW,positive
2026-TGDHM,positive
9220-ZNKJI,positive
4030-VPZBD,neutral
2226-ICFDO,neutral
0723-VSOBE,neutral
5529-GIBVH,negative
4187-CINZD,neutral
9992-UJOEL,negative
4741-WWJQZ,neutral
6625-UTXEW,positive
6818-WOBHJ,positive
6244-BESBM,neutral
1004-NOZNR,neutral
1251-STYSZ,positive
2612-PHGOX,positive
2408-TZMJL,negative
8480-PPONV,positive
8780-IHCRN,positive
4598-ZADCK,neutral
1257-SXUXQ,neutral
9681-KYGYB,positive
7182-OVLBJ,positive
5095-ETBRJ,positive
7005-CYUIL,positive
4821-WQOYN,positive
4730-AWNAU,positive
3452-FLHYD,positive
2388-LAESQ,negative
9531-NSBMR,negative
6260-ONULR,neutral
4389-UEFCZ,neutral
8711-LOBKY,neutral
9134-CEQMF,positive
8985-OOPOS,positive
8800-ZKRFW,negative
2616-FLVQC,positive
9968-FFVVH,positive
3108-PCCGG,neutral
7993-PYKOF,neutral
8390-FESFV,positive
3022-BEXHZ,neutral
5027-XWQHA,positive
6248-TKCQV,positive
6729-GDNGC,neutral
6198-ZFIOJ,neutral
5989-OMNJE,positive
4566-QVRRW,neutral
1291-CUOCY,positive
9795-SHUHB,negative
3230-IUALN,positive
0042-RLHYP,positive
8519-IMDHU,neutral
4945-RVMTE,neutral
0201-OAMXR,positive
1866-NXPSP,negative
3372-KWFBM,neutral
7831-QGOXH,neutral
6393-WRYZE,neutral
3941-XTSKM,positive
1661-CZBAU,positive
6599-RCLCJ,positive
9831-BPFRI,negative
5158-RIVOP,negative
9788-YTFGE,neutral
9277-JOOMO,negative
1907-YLNYW,positive
1725-MIMXW,negative
8947-YRTDV,negative
3161-ONRWK,neutral
0114-RSRRW,positive
4565-NLZBV,neutral
0031-PVLZI,neutral
7206-GZCDC,negative
6682-VCIXC,positive
4791-QRGMF,positive
6475-VHUIZ,positive
3910-MRQOY,neutral
0661-WCQNQ,negative
7537-RBWEA,neutral
4656-CAURT,negative
0121-SNYRK,negative
1768-ZAIFU,neutral
4671-LXRDQ,neutral
3733-LSYCE,positive
6265-FRMTQ,positive
1934-SJVJK,positive
3838-OZURD,neutral
1371-DWPAZ,positive
9269-CQOOL,neutral
2017-CCBLH,neutral
7690-KPNCU,negative
0536-BGFMZ,neutral
2293-IJWPS,negative
2845-HSJCY,neutral
5469-NUJUR,negative
1184-PJVDB,negative
2625-TRCZQ,positive
4102-HLENU,positive
7266-GSSJX,positive
7722-VJRQD,neutral
7073-QETQY,positive
9415-DPEWS,neutral
5624-RYAMH,positive
0196-JTUQI,positive
7130-YXBRO,neutral
9272-LSVYH,negative
7943-RQCHR,negative
3793-MMFUH,positive
3249-ZPQRG,positive
2568-BRGYX,positive
3084-DOWLE,negative
1084-MNSMJ,positive
7721-JXEAW,positive
7249-WBIYX,positive
4238-HFHSN,neutral
6250-CGGUN,negative
5478-JJVZK,positive
7596-IIWYC,neutral
6567-HOOPW,neutral
9793-WECQC,neutral
4291-HPAXL,neutral
8999-YPYBV,neutral
1839-FBNFR,positive
3164-AALRN,positive
3071-MVJCD,negative
1697-BCSHV,negative
0562-KBDVM,positive
1131-SUEKT,positive
3717-OEAUQ,neutral
4538-WNTMJ,neutral
3334-CTHOL,positive
4704-ERYFC,positive
9432-RUVSL,negative
8060-HIWJJ,neutral
7684-XSZIY,neutral
9089-UOWJG,neutral
8621-MNIHH,positive
8039-ACLPL,positive
9885-AIBVB,positive
1934-MKPXS,positive
2592-YKDIF,positive
2272-JKMSI,positive
0471-LVHGK,negative
9518-RWHZL,positive
8714-CTZJW,positive
3569-EDBPQ,negative
3131-NWVFJ,positive
7521-YXVZY,positive
5419-CONWX,neutral
6240-EURKS,neutral
2373-NTKOD,neutral
1970-KKFWL,negative
6960-HVYXR,positive
9337-SRRNI,positive
0895-UADGO,positive
5678-VFNEQ,neutral
5977-CKHON,negative
7024-OHCCK,neutral
2692-BUCFV,neutral
7861-UVUFT,positive
1830-GGFNM,positive
5302-BDJNT,neutral
5223-UZAVK,negative
4859-ZSRDZ,positive
5651-WYIPH,neutral
9350-VLHMB,positive
3498-LZGQZ,positive
8785-CJSHH,neutral
5357-TZHPP,positive
3870-SPZSI,neutral
0680-DFNNY,negative
7560-QRBXH,neutral
7077-XJMET,neutral
8752-GHJFU,positive
6896-SRVYQ,negative
7767-UXAGJ,positive
4652-ODEVH,positive
6510-UPNKS,positive
6718-BDGHG,negative
9046-DQMTP,positive
6439-LAJXL,positive
1571-SAVHK,positive
9052-VKDUW,positive
9546-CQJSU,positive
1666-JZPZT,positive
5777-KJIRB,neutral
0506-LVNGN,positive
7677-SJJJK,neutral
2480-EJWYP,negative
3253-HKOKL,negative
7055-HNEOJ,positive
5514-YQENT,neutral
3211-AAPKX,positive
8445-DNBAE,neutral
2951-QOQTK,neutral
2958-NHPPS,positive
6806-YDEUL,positive
1735-XMJVH,positive
6890-PFRQX,positive
0222-CNVPT,positive
5899-OUVKV,positive
8681-ICONS,negative
1621-YNCJH,positive
3473-XIIIT,neutral
6362-QHAFM,neutral
7893-IXHRQ,positive
3070-BDOQC,neutral
2952-QAYZF,neutral
6234-PFPXL,negative
9824-QCJPK,neutral
4763-PGDPO,positive
4283-IVYCI,positive
1866-OBPNR,neutral
8205-MQUGY,positive
8970-ANWXO,neutral
9480-BQJEI,neutral
5394-SVGJV,neutral
6979-TNDEU,neutral
9777-WJJPR,neutral
9283-LZQOH,neutral
7079-QRCBC,positive
9495-SKLKD,negative
6048-UWKAL,negative
5067-DGXLL,neutral
5469-CTCWN,negative
9851-QXEEQ,positive
6281-FKEWS,neutral
8898-KASCD,positive
9242-TKFSV,negative
9290-SHCMB,positive
0743-HNPFG,neutral
2277-BKJKN,positive
9809-IMGCQ,positive
5208-HFSBT,neutral
5035-PGZXH,neutral
8695-WDYEA,neutral
6543-JXSOO,negative
8016-ZMGMO,negative
8605-ITULD,neutral
3254-YRILK,positive
6416-YJTTB,neutral
2667-WYLWJ,negative
4472-VESGY,neutral
3195-TQDZX,positive
3128-YOVTD,neutral
0529-ONKER,positive
1728-CXQBE,neutral
7041-TXQJH,negative
5014-GSOUQ,negative
5724-BIDBU,positive
0481-SUMCB,negative
1769-GRUIK,positive
5240-IJOQT,neutral
8819-WFGGJ,neutral
7427-AUFPY,positive
2811-POVEX,positive
1092-GANHU,positive
7898-PDWQE,negative
9972-EWRJS,neutral
9314-IJWSQ,negative
0661-XEYAN,positive
5799-JRCZO,negative
1921-KYSAY,positive
6198-RTPMF,negative
2924-KHUVI,neutral
1925-GMVBW,positive
7881-EVUAD,neutral
6184-DYUOB,neutral
9207-ZPANB,negative
5766-XQXMQ,neutral
9327-QSDED,positive
1656-DRSMG,positive
3012-VFFMN,negative
2984-AFWNC,positive
0640-YJTPY,negative
8096-LOIST,neutral
9764-REAFF,neutral
3703-VAVCL,neutral
7107-UBYKY,neutral
4881-GQJTW,positive
8519-QJGJD,positive
7876-DNYAP,neutral
7905-NJMXS,neutral
2882-WDTBA,neutral
2091-GPPIQ,neutral
6326-MTTXK,positive
5071-FBJFS,negative
2796-UUZZO,positive
2429-AYKKO,positive
9798-OPFEM,neutral
0330-IVZHA,neutral
3794-NFNCH,negative
5193-QLVZB,neutral
7114-AEOZE,negative
2886-KEFUM,neutral
5522-NYKPB,negative
4237-RLAQD,neutral
9957-YODKZ,neutral
6518-KZXCB,positive
2245-ADZFJ,negative
7776-QGYJC,neutral
9313-QOLTZ,positive
9651-GTSAQ,neutral
3186-BAXNB,neutral
4672-FOTSD,negative
0637-YLETY,positive
9818-XQCUV,neutral
7338-ERIVA,neutral
1157-BQCUW,negative
8259-NFJTV,negative
3223-DWFIO,positive
2660-EMUBI,positive
6968-GMKPR,positive
4751-ERMAN,negative
1436-ZMJAN,positive
3292-PBZEJ,positive
0799-DDIHE,negative
3070-FNFZQ,negative
2812-SFXMJ,neutral
7675-OZCZG,neutral
5014-WUQMG,positive
5312-TSZVC,negative
2003-CKLOR,positive
0993-OSGPT,positive
9254-RBFON,neutral
1205-WNWPJ,positive
9391-EOYLI,negative
7108-DGVUU,negative
2782-JEEBU,positive
5127-BZENZ,positive
2720-FVBQP,positive
9906-NHHVC,positive
4522-XRWWI,neutral
3766-EJLFL,neutral
5939-SXWHM,neutral
8152-UOBNY,positive
7351-KYHQH,positive
7643-RCHXS,positive
8246-SHFGA,positive
8387-MOJJT,negative
0620-XEFWH,positive
6485-QXWWE,negative
2761-OCIAX,negative
7321-VGNKU,positive
5327-CNLUQ,negative
7552-KEYGT,neutral
5816-JMLGY,neutral
3068-OMWZA,neutral
2927-QRRQV,neutral
6032-KRXXO,neutral
7459-RRWQZ,positive
6265-SXWBU,neutral
7941-RCJOW,negative
6374-NTQLP,neutral
4154-AQUGT,neutral
2387-KDZQY,positive
3584-WKTTW,negative
3399-BMLVW,positive
1971-DTCZB,negative
3092-IGHWF,neutral
3374-PZLXD,neutral
3813-DHBBB,positive
2812-REYAT,positive
6518-PPLMZ,neutral
4939-KYYPY,neutral
8017-LXHFA,positive
5930-GBIWP,neutral
6022-KOUQO,positive
6352-TWCAU,positive
2361-UPSND,positive
6035-RIIOM,neutral
2929-QNSRW,negative
1262-OPMFY,positive
9504-DSHWM,neutral
5035-BVCXS,negative
6267-DCFFZ,positive
3533-UVMOM,positive
2439-LYPMQ,neutral
4248-QPAVC,positive
1899-VXWXM,negative
1478-VPOAD,neutral
9995-HOTOH,negative
2988-PLAHS,neutral
1371-OJCEK,neutral
4999-IEZLT,negative
8883-ANODQ,positive
4690-LLKUA,positive
2351-RRBUE,negative
5980-BDHPY,positive
1498-DQNRX,positive
9469-WEJBT,neutral
3331-HQDTW,negative
9490-DFPMD,positive
2581-VKIRT,positive
5442-XSDCW,neutral
7426-WEIJX,neutral
2851-MMUTZ,positive
3049-NDXFL,neutral
8580-AECUZ,positive
3307-TLCUD,positive
6625-FLENO,positive
2967-MXRAV,positive
7963-GQRMY,positive
8189-HBVRW,negative
4163-KIUHY,neutral
1228-FZFRV,neutral
3500-NSDOA,neutral
1171-TYKUR,positive
3761-FLYZI,negative
2058-DCJBE,positive
5364-XYIRR,negative
4829-AUOAX,neutral
1219-NNDDO,neutral
8388-DMKAE,neutral
4403-BWPAY,positive
9659-QEQSY,neutral
5405-ZMYXQ,negative
5047-LHVLY,positive
1442-OKRJE,negative
4737-AQCPU,positive
9158-VCTQB,positive
2808-CHTDM,neutral
6311-UEUME,neutral
0793-TWELN,neutral
3283-WCWXT,positive
1060-ENTOF,neutral
0999-QXNSA,positive
5451-MHQOF,positive
4836-WNFNO,neutral
9225-BZLNZ,neutral
0354-VXMJC,positive
4422-QVIJA,neutral
9365-SRSZE,neutral
6839-ITVZJ,negative
8332-OSJDW,neutral
4735-BJKOU,positive
0274-JKUJR,negative
5740-YHGTW,neutral
8917-SZTTJ,neutral
1696-MZVAU,neutral
7359-WWYJV,negative
0375-HVGXO,positive
4906-ZHGPK,negative
8593-WHYHV,neutral
3795-GWTRD,positive
1298-PHBTI,positive
6223-DHJGV,positive
6961-MJKBO,neutral
6097-EQISJ,positive
4423-YLHDV,neutral
8158-WPEZG,positive
0107-YHINA,negative
4918-FYJNT,neutral
0727-BNRLG,neutral
4854-CIDCF,positive
8640-SDGKB,positive
3280-MRDOF,neutral
6435-SRWBJ,negative
9964-WBQDJ,positive
6303-KFWSL,neutral
1702-CCFNJ,negative
8932-CZHRQ,negative
0386-CWRGM,positive
5515-RUGKN,positive
0404-AHASP,neutral
7279-NMVJC,neutral
2081-VEYEH,neutral
6407-UTSLV,negative
4116-TZAQJ,positive
9060-HJJRW,negative
2587-YNLES,neutral
7398-SKNQZ,neutral
5935-FCCNB,positive
1958-RNRKS,neutral
5136-RGMZO,negative
8345-MVDYC,negative
8226-BXGES,positive
3877-JRJIP,negative
8375-DKEBR,negative
9705-IOVQQ,neutral
1015-OWJKI,positive
7511-YMXVQ,positive
2040-XBAVJ,negative
7551-JOHTI,negative
8887-IPQNC,neutral
8646-JCOMS,positive
9804-ICWBG,negative
1222-KJNZD,positive
0106-GHRQR,neutral
5318-IXUZF,positive
3768-VHXQO,neutral
8952-WCVCD,negative
2418-TPEUN,neutral
3963-RYFNS,positive
3198-VELRD,positive
8540-ZQGEA,positive
1320-REHCS,positive
4137-JOPHL,negative
9436-ZBZCT,negative
7801-CEDNV,negative
2057-BOYKM,neutral
3658-QQJYD,neutral
1803-BGNBD,negative
0134-XWXCE,positive
6950-TWMYB,positive
5848-FHRFC,neutral
2243-FNMMI,negative
2511-MORQY,positive
5356-KZCKT,neutral
9470-XCCEM,negative
6519-CFDBX,positive
3902-MIVLE,positive
0409-WTMPL,neutral
8763-KIAFH,negative
3669-WHAFY,positive
3055-VTCGS,negative
3144-KMTWZ,neutral
7279-BUYWN,negative
7156-MHUGY,neutral
7198-GLXTC,negative
2007-QVGAW,positive
5207-PLSTK,negative
2307-FYNNL,positive
5605-XNWEN,negative
2155-AMQRX,neutral
6181-AXXYF,positive
5091-HFAZW,negative
0516-VRYBW,negative
2519-LBNQL,neutral
8623-ULFNQ,positive
8380-PEFPE,positive
5687-DKDTV,neutral
1568-LJSZU,negative
7530-HDYDS,negative
7789-HKSBS,negative
7416-CKTEP,neutral
2586-CWXVV,negative
3096-IZETN,neutral
2348-KCJLT,negative
8401-EMUWF,positive
4193-IBKSW,neutral
5377-NDTOU,negative
5922-ABDVO,positive
2474-LCNUE,positive
0839-QNXME,positive
3506-OVLKD,positive
9172-ANCRX,negative
6650-VJONK,neutral
2178-PMGCJ,neutral
7492-TAFJD,neutral
2773-MADBQ,neutral
6016-LVTJQ,neutral
7860-KSUGX,positive
8966-KZXXA,neutral
6910-HADCM,neutral
4816-LXZYW,positive
9606-PBKBQ,negative
5149-QYTTU,neutral
2070-XYMFH,neutral
2085-BOJKI,neutral
0817-HSUSE,positive
5442-PPTJY,negative
1927-QEWMY,neutral
1663-MHLHE,positive
5663-QBGIS,positive
4450-MDZFX,neutral
6701-DHKWQ,negative
7554-AKDQF,positive
3536-IQCTX,negative
4911-BANWH,positive
8496-EJAUI,neutral
0794-YVSGE,neutral
5423-BHIXO,neutral
6908-VVYHM,neutral
2959-EEXWB,positive
1839-UMACK,negative
3030-YDNRM,negative
7321-KKSDU,positive
3402-XRIUO,neutral
3132-TVFDZ,neutral
8286-AFUYI,negative
8080-DDEMJ,positive
8356-WUAOJ,neutral
6365-MTGZX,positive
1349-WXNGG,positive
8058-DMYRU,neutral
9350-ZXYJC,neutral
6990-YNRIO,negative
8958-JPTRR,neutral
6959-GQEGV,neutral
3173-WSSUE,neutral
1265-HVPZB,neutral
4115-UMJFQ,neutral
7369-TRPFD,negative
1098-KFQEC,neutral
7190-XHTWJ,positive
0621-TWIEM,neutral
3537-RYBHH,neutral
2485-ITVKB,neutral
3669-OYSJI,neutral
1612-EOHDH,positive
6702-OHFWR,negative
5296-BFCYD,positive
4510-PYUSH,neutral
9359-JANWS,neutral
7517-SAWMO,neutral
4143-HHPMK,neutral
3279-DYZQM,positive
7054-LGEQW,neutral
0523-VNGTF,positive
9575-IWCAZ,positive
7105-MXJLL,positive
7064-FRRSW,positive
7940-UQQUG,positive
0923-PNFUB,negative
3961-SXAXY,positive
7010-BRBUU,positive
3566-HJGPK,positive
3062-ICYZQ,positive
9938-PRCVK,negative
0973-KYVNF,neutral
5129-HHMZC,neutral
9637-CDTKZ,neutral
3946-JEWRQ,positive
7873-CVMAW,positive
0463-WZZKO,positive
3494-JCHRQ,positive
6474-FVJLC,positive
4524-QCSSM,neutral
5832-EXGTT,neutral
8840-DQLGN,positive
2039-JONDJ,negative
7217-JYHOQ,positive
6695-FRVEC,neutral
4547-LYTDD,neutral
9894-QMIMJ,negative
8069-YQQAJ,negative
6770-XUAGN,neutral
4193-ORFCL,positive
1636-NTNCO,positive
3466-WAESX,positive
9281-PKKZE,neutral
3638-VBZTA,negative
7459-IMVYU,positive
7776-QWNFX,negative
6689-TCZHQ,negative
8563-OYMQY,neutral
0754-EEBDC,neutral
5777-ZPQNC,neutral
1951-IEYXM,neutral
3318-NMQXL,positive
3143-ILDAL,negative
1022-RKXDR,negative
2361-FJWNO,positive
2272-UOINI,positive
8232-UTFOZ,positive
3750-YHRYO,neutral
6637-KYRCV,neutral
5668-MEISB,neutral
0129-QMPDR,neutral
7188-CBBBA,positive
5356-CSVSQ,neutral
3221-CJMSG,positive
4720-VSTSI,positive
3219-JQRSL,positive
2801-NISEI,neutral
3946-MHCZW,neutral
4623-ZKHLY,positive
6732-VAILE,neutral
8201-AAXCB,neutral
7696-CFTAT,neutral
1845-CSBRZ,positive
2123-VSCOT,positive
6651-AZVTJ,neutral
4566-GOLUK,positive
2484-DGXPZ,neutral
2018-QKYGT,neutral
2792-VPPET,positive
7409-JURKQ,neutral
3247-MHJKM,positive
1964-SVLEA,positive
4587-NUKOX,negative
7297-DVYGA,negative
2239-CGBUZ,positive
0854-UYHZD,neutral
7243-LCGGZ,negative
8267-KFGYD,neutral
4890-VMUAV,neutral
9261-WDCAF,negative
3764-MNMOI,neutral
7442-YGZFK,positive
0420-BWTPW,neutral
8229-BUJHX,positive
7449-HVPIV,positive
5504-WSIUR,negative
8183-ONMXC,positive
8466-PZBLH,neutral
9614-RMGHA,negative
8735-IJJEG,neutral
0564-MUUQK,positive
5054-IEXZT,positive
5834-ASPWA,neutral
0701-RFGFI,neutral
0019-EFAEP,positive
5619-PTMIK,positive
3737-XBQDD,positive
5882-CMAZQ,positive
5846-QFDFI,positive
4445-KWOKW,positive
3511-APPBJ,neutral
7967-HYCDE,neutral
2430-RRYUW,positive
3948-XHGNA,positive
3723-BFBGR,neutral
0565-IYCGT,positive
5447-WZAFP,neutral
5110-CHOPY,positive
5445-UTODQ,negative
4425-OWHWB,neutral
7892-QVYKW,positive
9675-ICXCT,neutral
1024-VRZHF,neutral
4703-MQYKT,neutral
9497-QCMMS,positive
5692-ICXLW,neutral
0602-DDUML,neutral
2208-MPXIO,positive
1960-UYCNN,negative
0348-SDKOL,negative
3190-FZATL,neutral
7336-RLLRH,positive
4373-MAVJG,neutral
8901-HJXTF,neutral
7710-JSYOA,negative
5419-KLXBN,negative
3424-NMNBO,neutral
9885-MFVSU,positive
4514-GFCFI,positive
0607-MVMGC,negative
3365-SAIGS,negative
9828-AOQLM,positive
8022-BECSI,negative
8000-REIQB,neutral
9993-LHIEB,negative
0266-CLZKZ,negative
7615-ESMYF,positive
3858-VOBET,negative
7020-OZKXZ,neutral
3977-QCRSL,positive
0017-DINOC,positive
1447-PJGGA,positive
8565-CLBZW,negative
9139-WQQDY,positive
0224-HJAPT,positive
8086-OVPWV,neutral
9430-FRQOC,negative
7639-OPLNG,neutral
3074-GQWYX,positive
1492-QGCLU,neutral
6845-RGTYS,positive
7328-OWMOM,positive
4418-LZMSV,neutral
5155-AZQPB,neutral
8861-HGGKB,positive
1087-GRUYI,neutral
7065-YUNRY,neutral
7694-VLBWQ,positive
2546-KZAAT,neutral
0181-RITDD,positive
5989-PGKJB,negative
4795-KTRTH,positive
8272-ONJLV,neutral
1488-PBLJN,positive
0308-GIQJT,negative
3778-FOAQW,positive
4452-ROHMO,positive
6481-OGDOO,neutral
3090-LETTY,negative
5349-AZPEW,positive
3753-TSEMP,negative
8305-VHZBZ,neutral
9720-JJJOR,negative
8100-HZZLJ,negative
8775-ERLNB,neutral
8309-IEYJD,positive
9172-JITSM,neutral
6298-QDFNH,positive
7398-HPYZQ,neutral
3546-GHEAE,neutral
7361-YPXFS,neutral
6557-BZXLQ,neutral
2550-QHZGP,neutral
7519-JTWQH,negative
2538-OIMXF,positive
8543-MSDMF,neutral
9961-JBNMK,neutral
1170-SASML,positive
4872-JCVCA,positive
5346-BZCHP,neutral
2038-LLMLM,negative
6173-ITPWD,neutral
9734-UYXQI,positive
1216-BGTSP,neutral
4138-NAXED,neutral
2189-UXTKY,negative
0744-BIKKF,positive
7483-IQWIB,positive
5248-KWLAR,positive
4958-GZWIY,positive
7996-MHXLW,neutral
7833-PKIHD,positive
7061-OVMIM,neutral
5153-RTHKF,neutral
1852-QSWCD,positive
4832-VRBMR,neutral
9079-LWTFD,neutral
6356-ELRKD,negative
8624-GIOUT,neutral
3392-EHMNK,positive
5986-WWXDV,neutral
3061-BCKYI,positive
6179-GJPSO,negative
7901-TBKJX,neutral
7228-PAQPD,neutral
3177-LASXD,neutral
7746-QYVCO,neutral
5804-HYIEZ,negative
9919-FZDED,neutral
5934-TSSAU,positive
3486-KHMLI,positive
4897-QSUYC,positive
1084-UQCHV,negative
8290-YWKHZ,neutral
2955-BJZHG,positive
3806-DXQOM,neutral
6784-XYJAE,positive
3933-DQPWX,positive
6661-EIPZC,neutral
8957-THMOA,positive
2251-PYLPB,positive
5555-RNPGT,positive
1057-FOGLZ,negative
9300-RENDD,negative
0761-AETCS,negative
8087-LGYHQ,positive
4137-BTIKL,positive
2190-BCXEC,neutral
6227-FBDXH,neutral
2153-MREFK,positive
2911-WDXMV,positive
7206-PQBBZ,negative
3106-ULWFW,neutral
0925-VYDLG,neutral
4547-FZJWE,negative
7422-WNBTY,neutral
0842-IWYCP,negative
3521-HTQTV,positive
3744-ZBHON,neutral
3373-DIUUN,positive
8383-SGHJU,neutral
7607-QKKTJ,neutral
7707-PYBBH,positive
8984-HPEMB,neutral
4349-GFQHK,neutral
4139-DETXS,positive
9779-DPNEJ,positive
9805-FILKB,negative
5793-YOLJN,positive
0673-IGUQO,neutral
4123-FCVCB,neutral
8819-IMISP,negative
7802-EFKNY,neutral
8311-UEUAB,negative
5858-EAFCZ,negative
8035-BUYVG,negative
1163-ONYEY,neutral
9787-XVQIU,neutral
8945-MUQUF,positive
5656-MJEFC,positive
6082-OQFBA,negative
8051-HJRLT,neutral
8974-OVACP,neutral
4010-YLMVT,neutral
1379-FRVEB,positive
8612-GXIDD,positive
6288-CHQJB,negative
8160-HOWOX,neutral
3023-GFLBR,neutral
6648-INWPS,neutral
4223-BKEOR,neutral
4079-VTGLK,neutral
1763-WQFUK,positive
1391-UBDAR,positive
8894-JVDCV,positive
2023-VQFDL,positive
1345-GKDZZ,neutral
2014-MKGMH,neutral
5628-FCGYG,neutral
2560-WBWXF,positive
0248-IPDFW,positive
7978-DKUQH,positive
4335-UPJSI,neutral
0524-IAVZO,negative
2737-YNGYW,positive
1784-EZDKJ,neutral
9297-FVVDH,neutral
8007-YYPWD,negative
7101-HRBLJ,neutral
5159-YFPKQ,positive
6635-CPNUN,positive
4021-RQSNY,neutral
5453-YBTWV,neutral
5039-LZRQT,positive
2931-VUVJN,negative
9061-TIHDA,neutral
8699-ASUFO,positive
6418-PIQSP,neutral
8220-OCUFY,negative
3995-WFCSM,neutral
1895-QTKDO,positive
2038-OEQZH,negative
1178-PZGAB,neutral
7927-AUXBZ,neutral
2626-VEEWG,neutral
2878-RMWXY,positive
1657-DYMBM,positive
7311-MQJCH,neutral
7375-WMVMT,neutral
1136-XGEQU,positive
2530-FMFXO,positive
6844-DZKRF,negative
4695-WJZUE,negative
7619-ODSGN,negative
5970-GHJAW,positive
8879-XUAHX,positive
3689-MOZGR,positive
4195-PNGZS,neutral
5003-XZWWO,positive
3988-RQIXO,neutral
7622-FWGEW,negative
6922-NCEDI,neutral
2514-GINMM,neutral
9891-NQDBD,positive
6131-IUNXN,positive
8548-AWOFC,negative
9798-DRYDS,negative
8532-UEFWH,neutral
6296-DDOOR,positive
7951-VRDVK,negative
5931-FLJJF,negative
4815-YOSUK,neutral
2659-VXMWZ,negative
0380-NEAVX,positive
3207-OYBWH,positive
4285-GYRQC,neutral
7216-EWTRS,neutral
4365-MSDYN,positive
7036-TYDEC,positive
5802-ADBRC,neutral
8076-FEZKJ,negative
5197-YPYBZ,neutral
8337-MSSXB,negative
4312-GVYNH,neutral
8495-LJDFO,neutral
0839-JTCUD,neutral
5494-WOZRZ,positive
1302-UHBDD,neutral
2234-EOFPT,positive
8619-IJNDK,negative
8378-LKJAF,positive
8182-BJDSI,neutral
2528-HFYZX,positive
1153-GNOLC,neutral
3298-QEICA,neutral
0788-DXBFY,positive
3597-YASZG,neutral
3496-LFSZU,negative
5242-UOWHD,neutral
2482-CZGBB,neutral
6479-SZPLM,negative
8097-VBQTZ,positive
4500-HKANN,neutral
9917-KWRBE,negative
3420-ZDBMA,neutral
2212-LYASK,positive
1393-IMKZG,neutral
8069-RHUXK,positive
3398-GCPMU,positive
2908-WGAXL,positive
3378-AJRAO,negative
1013-QCWAM,negative
0866-QLSIR,positive
6050-FFXES,positive
7181-BQYBV,positive
